setV,readV,readV_function
15,-21.05881976950741,21.05881976950741
15,-21.171154460546404,21.171154460546404
15,-21.208187875174644,21.208187875174644
15,-21.23904905403151,21.23904905403151
15,-21.245221289802885,21.245221289802885
15,-21.28595804589395,21.28595804589395
15,-21.388417159698747,21.388417159698747
15,-21.409402761321417,21.409402761321417
15,-21.463718436109502,21.463718436109502
15,-21.493345167812095,21.493345167812095
10,-21.825411452311982,21.825411452311982
10,-21.86985154986587,21.86985154986587
10,-21.942683931968077,21.942683931968077
10,-22.04637749292715,22.04637749292715
10,-22.10439650917806,22.10439650917806
10,-22.374740435964213,22.374740435964213
10,-22.63767767982472,22.63767767982472
10,-23.153676590311534,23.153676590311534
10,-23.60671869593034,23.60671869593034
10,-24.444908313682845,24.444908313682845
20,-25.212734443641693,25.212734443641693
20,-25.654666524872027,25.654666524872027
20,-25.657135419180577,25.657135419180577
20,-25.67688657364897,25.67688657364897
20,-25.73737448420843,25.73737448420843
20,-25.78181458176232,25.78181458176232
20,-25.827489126470482,25.827489126470482
20,-25.8509436224017,25.8509436224017
20,-26.17560322397594,26.17560322397594
20,-26.855783605981287,26.855783605981287
25,-30.835641231362843,30.835641231362843
25,-30.891191353305203,30.891191353305203
25,-31.03068388173824,31.03068388173824
25,-31.044262800435263,31.044262800435263
25,-31.178817540251202,31.178817540251202
25,-31.30720004429577,31.30720004429577
25,-31.81949561331976,31.81949561331976
25,-31.952815905981424,31.952815905981424
25,-31.955284800289974,31.955284800289974
25,-32.230566515693226,32.230566515693226
30,-36.38941897844461,36.38941897844461
30,-36.56347602719734,36.56347602719734
30,-36.76098757188129,36.76098757188129
30,-36.94615464502249,36.94615464502249
30,-37.03133149866744,37.03133149866744
30,-37.10292943361537,37.10292943361537
30,-37.16218289702056,37.16218289702056
30,-37.25229753928261,37.25229753928261
30,-37.420182352263964,37.420182352263964
30,-37.660899547347526,37.660899547347526
35,-41.498795749987494,41.498795749987494
35,-41.97776124584607,41.97776124584607
35,-42.19749283930696,42.19749283930696
35,-42.38019101813961,42.38019101813961
35,-42.38142546529389,42.38142546529389
35,-42.38389435960244,42.38389435960244
35,-42.67769278231981,42.67769278231981
35,-42.95791228634016,42.95791228634016
35,-43.35170092855378,43.35170092855378
35,-43.81585305856106,43.81585305856106
40,-47.684610440057895,47.684610440057895
40,-47.756208375005826,47.756208375005826
40,-48.26726949687554,48.26726949687554
40,-48.275910626955465,48.275910626955465
40,-48.31417848873798,48.31417848873798
40,-48.39812089522866,48.39812089522866
40,-48.558599025284366,48.558599025284366
40,-48.64871366754642,48.64871366754642
40,-48.690684870791756,48.690684870791756
40,-48.87832083824151,48.87832083824151
45,-53.44454086190353,53.44454086190353
45,-53.56551668302245,53.56551668302245
45,-53.58650228464512,53.58650228464512
45,-53.669210243981524,53.669210243981524
45,-53.73710483746663,53.73710483746663
45,-53.80006164233464,53.80006164233464
45,-53.88894183744242,53.88894183744242
45,-54.19385028454826,54.19385028454826
45,-54.197553626011086,54.197553626011086
45,-54.51604099181395,54.51604099181395
50,-56.240563666335674,56.240563666335674
50,-56.25167369072415,56.25167369072415
50,-56.254142585032696,56.254142585032696
50,-56.3368505443691,56.3368505443691
50,-56.59855334107533,56.59855334107533
50,-56.68743353618311,56.68743353618311
50,-56.75409368251394,56.75409368251394
50,-56.86025613778156,56.86025613778156
50,-56.97135638166628,56.97135638166628
50,-57.21330802390412,57.21330802390412
55,-61.78076249472042,61.78076249472042
55,-61.874580478445296,61.874580478445296
55,-61.98197738086719,61.98197738086719
55,-61.99802519387276,61.99802519387276
55,-62.02271413695826,62.02271413695826
55,-62.12393880360878,62.12393880360878
55,-62.159737771082746,62.159737771082746
55,-62.3424359499154,62.3424359499154
55,-62.47575624257706,62.47575624257706
55,-63.01150630753227,63.01150630753227
60,-67.20492329060335,67.20492329060335
60,-67.32466466456799,67.32466466456799
60,-67.33824358326501,67.33824358326501
60,-67.40984151821294,67.40984151821294
60,-67.43206156698989,67.43206156698989
60,-67.7480800384842,67.7480800384842
60,-67.98139055064212,67.98139055064212
60,-68.06656740428707,68.06656740428707
60,-68.16655762378332,68.16655762378332
60,-68.39863368878696,68.39863368878696
65,-72.95497813521479,72.95497813521479
65,-73.32037449288009,73.32037449288009
65,-73.45246033838748,73.45246033838748
65,-73.49690043594137,73.49690043594137
65,-73.51294824894694,73.51294824894694
65,-73.60306289120899,73.60306289120899
65,-73.71416313509371,73.71416313509371
65,-73.84871787490965,73.84871787490965
65,-73.85489011068103,73.85489011068103
65,-73.92648804562896,73.92648804562896
70,-78.55196153269617,78.55196153269617
70,-78.66182732942661,78.66182732942661
70,-78.69392295543776,78.69392295543776
70,-78.7260185814489,78.7260185814489
70,-78.75441086599722,78.75441086599722
70,-78.79638206924255,78.79638206924255
70,-79.11980722366252,79.11980722366252
70,-79.22720412608442,79.22720412608442
70,-79.32966323988921,79.32966323988921
70,-79.42348122361409,79.42348122361409
75,-83.91810331232818,83.91810331232818
75,-84.1711649789545,84.1711649789545
75,-84.17239942610877,84.17239942610877
75,-84.23535623097678,84.23535623097678
75,-84.28226522283921,84.28226522283921
75,-84.35880094640424,84.35880094640424
75,-84.56495362116812,84.56495362116812
75,-84.721728409761,84.721728409761
75,-84.83035975933717,84.83035975933717
75,-85.05009135279806,85.05009135279806
80,-89.86566970162357,89.86566970162357
80,-89.86566970162357,89.86566970162359
80,-89.92368871787448,89.92368871787448
80,-90.00269333574806,90.00269333574806
80,-90.05330566907332,90.05330566907332
80,-90.15082699426102,90.15082699426102
80,-90.15329588856957,90.15329588856957
80,-90.17551593734652,90.17551593734652
80,-90.23353495359743,90.23353495359743
80,-90.87915081528308,90.87915081528308
85,-95.68608803402867,95.68608803402867
85,-95.6897913754915,95.6897913754915
85,-95.98112090390032,95.98112090390032
85,-95.98605869251742,95.98605869251742
85,-96.03667102584268,96.03667102584268
85,-96.09715893640214,96.09715893640214
85,-96.11197230225343,96.11197230225343
85,-96.17492910712144,96.17492910712144
85,-96.28109156238907,96.28109156238907
85,-96.32676610709723,96.32676610709723
90,-100.86459384621094,100.86459384621094
90,-101.09666991121458,101.09666991121458
90,-101.23122465103052,101.23122465103052
90,-101.29788479736135,101.29788479736135
90,-101.30899482174982,101.30899482174982
90,-101.52996086236499,101.52996086236499
90,-101.5879798786159,101.5879798786159
90,-101.64723334202108,101.64723334202108
90,-101.67809452087795,101.67809452087795
90,-102.18792119559339,102.18792119559339
95,-106.55909856888002,106.55909856888002
95,-106.60724200789673,106.60724200789673
95,-106.65168210545062,106.65168210545062
95,-106.69241886154168,106.69241886154168
95,-106.79734686965503,106.79734686965503
95,-106.84672475582602,106.84672475582602
95,-106.85536588590594,106.85536588590594
95,-107.12447536553782,107.12447536553782
95,-107.24051339803964,107.24051339803964
95,-107.48987172320312,107.48987172320312
100,-109.27241341397576,109.27241341397576
100,-109.36993473916345,109.36993473916345
100,-109.54892957653328,109.54892957653328
100,-109.5526329179961,109.5526329179961
100,-109.62299640578976,109.62299640578976
100,-109.68348431634922,109.68348431634922
100,-109.6995321293548,109.6995321293548
100,-109.76002003991425,109.76002003991425
100,-110.02172283662048,110.02172283662048
100,-110.0303639667004,110.0303639667004
105,-114.6274451692193,114.6274451692193
105,-114.7299042830241,114.7299042830241
105,-114.78668885212073,114.78668885212073
105,-114.85828678706866,114.85828678706866
105,-114.89408575454263,114.89408575454263
105,-114.9928415268846,114.9928415268846
105,-115.012592681353,115.012592681353
105,-115.09653508784368,115.09653508784368
105,-115.53352938045691,115.53352938045691
105,-115.67302190888995,115.67302190888995
110,-120.64537504630835,120.64537504630835
110,-120.80585317636405,120.80585317636405
110,-120.84905882676367,120.84905882676367
110,-120.88362334708336,120.88362334708336
110,-120.9836135665796,120.9836135665796
110,-121.0181780868993,121.0181780868993
110,-121.21198629012042,121.21198629012042
110,-121.21939297304607,121.21939297304607
110,-121.27741198929698,121.27741198929698
110,-121.43295233073559,121.43295233073559
115,-126.2633440454124,126.2633440454124
115,-126.30408080150346,126.30408080150346
115,-126.59541032991228,126.59541032991228
115,-126.63244374454052,126.63244374454052
115,-126.706510573797,126.706510573797
115,-126.71268280956838,126.71268280956838
115,-126.74477843557952,126.74477843557952
115,-126.81143858191035,126.81143858191035
115,-126.89291209409248,126.89291209409248
115,-126.89784988270958,126.89784988270958
120,-131.66281589820983,131.66281589820983
120,-131.90970532906476,131.90970532906476
120,-131.946738743693,131.946738743693
120,-132.09487240220597,132.09487240220597
120,-132.19856596316504,132.19856596316504
120,-132.2393027192561,132.2393027192561
120,-132.3022595241241,132.3022595241241
120,-132.32447957290105,132.32447957290105
120,-132.35410630460365,132.35410630460365
120,-132.4540965240999,132.4540965240999
125,-137.51162651516324,137.51162651516324
125,-137.60050671027102,137.60050671027102
125,-137.6116167346595,137.6116167346595
125,-137.64247791351636,137.64247791351636
125,-137.66222906798475,137.66222906798475
125,-137.71654474277284,137.71654474277284
125,-137.75110926309253,137.75110926309253
125,-137.8350516695832,137.8350516695832
125,-137.8844295557542,137.8844295557542
125,-138.07083107604967,138.07083107604967
130,-143.051825343548,143.051825343548
130,-143.11848548987882,143.11848548987882
130,-143.12218883134165,143.12218883134165
130,-143.15181556304424,143.15181556304424
130,-143.2172412622208,143.2172412622208
130,-143.29871477440292,143.29871477440292
130,-143.4505517743787,143.4505517743787
130,-143.64189108329128,143.64189108329128
130,-143.6752211564567,143.6752211564567
130,-143.84680931090088,143.84680931090088
135,-148.5204262369848,148.5204262369848
135,-148.60066530201266,148.60066530201266
135,-148.70188996866318,148.70188996866318
135,-148.80681797677653,148.80681797677653
135,-148.84014804994194,148.84014804994194
135,-148.84508583855904,148.84508583855904
135,-148.9784061312207,148.9784061312207
135,-149.280845684018,149.280845684018
135,-149.33145801734327,149.33145801734327
135,-149.37960145635998,149.37960145635998
140,-153.9223669840908,153.9223669840908
140,-154.30998339053303,154.30998339053303
140,-154.31985896776723,154.31985896776723
140,-154.35195459377837,154.35195459377837
140,-154.37170574824677,154.37170574824677
140,-154.53341832545675,154.53341832545675
140,-154.72228874006078,154.72228874006078
140,-154.75438436607192,154.75438436607192
140,-154.8432645611797,154.8432645611797
140,-154.88400131727076,154.88400131727076
145,-159.76253647096428,159.76253647096428
145,-160.0390526335218,160.0390526335218
145,-160.048928210756,160.048928210756
145,-160.1032438855441,160.1032438855441
145,-160.15879400748645,160.15879400748645
145,-160.17854516195484,160.17854516195484
145,-160.18842073918904,160.18842073918904
145,-160.2057029993489,160.2057029993489
145,-160.43037238142688,160.43037238142688
145,-160.5266592594603,160.5266592594603
150,-162.55609038108787,162.55609038108787
150,-162.63015721034435,162.63015721034435
150,-162.69187956805808,162.69187956805808
150,-162.7696497387774,162.7696497387774
150,-162.83507543795395,162.83507543795395
150,-162.84495101518814,162.84495101518814
150,-162.8721088525822,162.8721088525822
150,-163.0128358281695,163.0128358281695
150,-163.25972525902444,163.25972525902444
150,-163.47451906386823,163.47451906386823
200,-218.63455570547785,218.63455570547785
200,-218.66294799002617,218.66294799002617
200,-218.73824926643692,218.73824926643692
200,-218.9493397298179,218.9493397298179
200,-218.96291864851491,218.96291864851491
200,-218.97649756721194,218.97649756721194
200,-219.0851289167881,219.0851289167881
200,-219.19622916067283,219.19622916067283
200,-219.30362606309473,219.30362606309473
200,-219.30732940455755,219.30732940455755
250,-271.8342902660993,271.8342902660993
250,-272.0243951278576,272.0243951278576
250,-272.06513188394865,272.06513188394865
250,-272.12315090019956,272.12315090019956
250,-272.1638876562906,272.1638876562906
250,-272.2280789083129,272.2280789083129
250,-272.2490645099356,272.2490645099356
250,-272.27498790017535,272.27498790017535
250,-272.4144804286084,272.4144804286084
250,-272.6663076480804,272.6663076480804
300,-325.00810143648096,325.00810143648096
300,-325.1673451193824,325.1673451193824
300,-325.1673451193824,325.16734511938245
300,-325.224129688479,325.224129688479
300,-325.2549908673359,325.2549908673359
300,-325.36362221691206,325.36362221691206
300,-325.40312452584885,325.40312452584885
300,-325.498176956728,325.498176956728
300,-325.5191625583507,325.5191625583507
300,-325.5994016233785,325.5994016233785
350,-378.12636248492026,378.12636248492026
350,-378.16586479385705,378.16586479385705
350,-378.24980720034773,378.24980720034773
350,-378.2572138832734,378.2572138832734
350,-378.26338611904475,378.26338611904475
350,-378.412754224712,378.412754224712
350,-378.42386424910046,378.42386424910046
350,-378.5596534360707,378.5596534360707
350,-378.6226102409387,378.6226102409387
350,-378.6756914685725,378.6756914685725
400,-431.50879522437435,431.50879522437435
400,-431.5544697690825,431.5544697690825
400,-431.63100549264755,431.63100549264755
400,-431.77296691538913,431.77296691538913
400,-431.79271806985753,431.79271806985753
400,-431.8420959560285,431.8420959560285
400,-431.92356946821064,431.92356946821064
400,-431.9346794925991,431.9346794925991
400,-431.9889951673872,431.9889951673872
400,-432.0173874519355,432.0173874519355
450,-484.5826161752598,484.5826161752598
450,-484.6739652646761,484.6739652646761
450,-484.7751899313266,484.7751899313266
450,-484.8344433947318,484.8344433947318
450,-484.8406156305032,484.8406156305032
450,-484.94924698007935,484.94924698007935
450,-485.0245482564901,485.0245482564901
450,-485.068988354044,485.068988354044
450,-485.068988354044,485.06898835404405
450,-485.19490196378,485.19490196378
500,-537.6786571749221,537.6786571749221
500,-537.7144561423961,537.7144561423961
500,-537.8230874919723,537.8230874919723
500,-537.8774031667604,537.8774031667604
500,-537.8959198740745,537.8959198740745
500,-537.9502355488626,537.9502355488626
500,-538.0267712724276,538.0267712724276
500,-538.1354026220038,538.1354026220038
500,-538.1958905325632,538.1958905325632
500,-538.482282272355,538.482282272355
550,-590.8932051013949,590.8932051013949
550,-590.911721808709,590.911721808709
550,-590.9228318330975,590.9228318330975
550,-591.0351665241365,591.0351665241365
550,-591.0968888818502,591.0968888818502
550,-591.1524390037926,591.1524390037926
550,-591.1944102070379,591.1944102070379
550,-591.2116924671977,591.2116924671977
550,-591.2944004265341,591.2944004265341
550,-591.4906775240638,591.4906775240638
600,-644.1694753855813,644.1694753855813
600,-644.1830543042784,644.1830543042784
600,-644.2410733205293,644.2410733205293
600,-644.3447668814883,644.3447668814883
600,-644.4250059465162,644.4250059465162
600,-644.4608049139902,644.4608049139902
600,-644.604000783886,644.604000783886
600,-644.6163452554288,644.6163452554288
600,-644.815091247267,644.815091247267
600,-644.850890214741,644.850890214741
650,-697.3395832145002,697.3395832145002
650,-697.379085523437,697.379085523437
650,-697.5506736778812,697.5506736778812
650,-697.5864726453551,697.5864726453551
650,-697.5901759868179,697.5901759868179
650,-697.6074582469778,697.6074582469778
650,-697.8382998648271,697.8382998648271
650,-697.8642232550669,697.8642232550669
650,-697.8703954908383,697.8703954908383
650,-698.0111224664256,698.0111224664256
700,-750.5047532548019,750.5047532548019
700,-750.5998056856811,750.5998056856811
700,-750.6405424417721,750.6405424417721
700,-750.6689347263205,750.6689347263205
700,-750.6997959051773,750.6997959051773
700,-750.734360425497,750.734360425497
700,-750.7405326612684,750.7405326612684
700,-750.7800349702052,750.7800349702052
700,-751.0590200270713,751.0590200270713
700,-751.2417182059039,751.2417182059039
750,-803.5415407910591,803.5415407910591
750,-803.5551197097561,803.5551197097561
750,-803.6032631487728,803.6032631487728
750,-803.7365834414345,803.7365834414345
750,-803.7551001487486,803.7551001487486
750,-803.797071351994,803.797071351994
750,-803.8180569536166,803.8180569536166
750,-803.9810039779809,803.9810039779809
750,-804.021740734072,804.021740734072
750,-804.026678522689,804.026678522689
800,-856.8005288150857,856.8005288150857
800,-856.8350933354054,856.8350933354054
800,-856.9264424248217,856.9264424248217
800,-856.941255790673,856.941255790673
800,-856.9486624735987,856.9486624735987
800,-857.0474182459407,857.0474182459407
800,-857.0498871402492,857.0498871402492
800,-857.2486331320874,857.2486331320874
800,-857.2498675792417,857.2498675792417
800,-857.5276181889535,857.5276181889535
850,-910.0126078472499,910.0126078472499
850,-910.1212391968261,910.1212391968261
850,-910.1558037171458,910.1558037171458
850,-910.228636099248,910.228636099248
850,-910.2385116764822,910.2385116764822
850,-910.2706073024933,910.2706073024933
850,-910.3027029285045,910.3027029285045
850,-910.3360330016699,910.3360330016699
850,-910.3385018959784,910.3385018959784
850,-910.3508463675212,910.3508463675212
900,-962.7901614811094,962.7901614811094
900,-962.7988026111893,962.7988026111893
900,-962.8321326843547,962.8321326843547
900,-963.0913665867524,963.0913665867524
900,-963.1148210826836,963.1148210826836
900,-963.1172899769922,963.1172899769922
900,-963.2802370013565,963.2802370013565
900,-963.3703516436185,963.3703516436185
900,-963.3765238793899,963.3765238793899
900,-963.4740452045776,963.4740452045776
950,-1015.9565659685654,1015.9565659685654
950,-1016.0380394807476,1016.0380394807476
950,-1016.0651973181416,1016.0651973181416
950,-1016.1367952530895,1016.1367952530895
950,-1016.2713499929055,1016.2713499929055
950,-1016.3577612937047,1016.3577612937047
950,-1016.4182492042642,1016.4182492042642
950,-1016.5811962286284,1016.5811962286284
950,-1016.8577123911859,1016.8577123911859
950,-1017.1700275212174,1017.1700275212174
1000,-1068.689679504871,1068.689679504871
1000,-1068.8686743422409,1068.8686743422409
1000,-1069.0785303584676,1069.0785303584676
1000,-1069.2748074559972,1069.2748074559972
1000,-1069.498242390921,1069.498242390921
1000,-1069.566136984406,1069.566136984406
1000,-1069.9080788461401,1069.9080788461401
1000,-1069.9228922119914,1069.9228922119914
1000,-1069.938940024997,1069.938940024997
1000,-1070.0216479843334,1070.0216479843334
2000,-2132.7053563189224,2132.7053563189224
2000,-2132.8584277660525,2132.8584277660525
2000,-2132.9732313514,2132.9732313514
2000,-2133.054704863582,2133.054704863582
2000,-2133.283077587123,2133.283077587123
2000,-2133.404053408242,2133.404053408242
2000,-2133.4830580261155,2133.4830580261155
2000,-2133.504043627738,2133.504043627738
2000,-2133.606502741543,2133.606502741543
2000,-2133.6324261317827,2133.6324261317827
3000,-3198.919583514737,3198.919583514737
3000,-3199.1195639537295,3199.1195639537295
3000,-3199.197334124449,3199.197334124449
3000,-3199.261525376471,3199.261525376471
3000,-3199.3034965797165,3199.3034965797165
3000,-3199.3084343683336,3199.3084343683336
3000,-3199.5059459130175,3199.5059459130175
3000,-3199.6762996203074,3199.6762996203074
3000,-3199.7404908723297,3199.7404908723297
3000,-3199.9182512625453,3199.9182512625453
4000,-4264.670893027698,4264.670893027698
4000,-4264.785696613046,4264.785696613046
4000,-4264.921485800016,4264.921485800016
4000,-4264.947409190256,4264.947409190256
4000,-4265.035054938209,4265.035054938209
4000,-4265.0634472227575,4265.0634472227575
4000,-4265.574508344627,4265.574508344627
4000,-4266.033722686017,4266.033722686017
4000,-4266.059646076257,4266.059646076257
4000,-4266.492937027408,4266.492937027408
5000,-5328.233527736131,5328.233527736131
5000,-5328.297718988153,5328.297718988153
5000,-5328.381661394644,5328.381661394644
5000,-5328.611268565339,5328.611268565339
5000,-5328.6186752482645,5328.6186752482645
5000,-5328.6186752482645,5328.618675248265
5000,-5329.027277256329,5329.027277256329
5000,-5329.08529627258,5329.08529627258
5000,-5329.456864866017,5329.456864866017
5000,-5329.475381573331,5329.475381573331
6000,-6393.377489249189,6393.377489249189
6000,-6393.4095848752,6393.4095848752
6000,-6393.476245021531,6393.476245021531
6000,-6394.179879899468,6394.179879899468
6000,-6394.266291200267,6394.266291200267
6000,-6394.482319452265,6394.482319452265
6000,-6394.621811980698,6394.621811980698
6000,-6394.948940476581,6394.948940476581
6000,-6395.020538411529,6395.020538411529
6000,-6395.053868484694,6395.053868484694
7000,-7454.500856380775,7454.500856380775
7000,-7455.884671640717,7455.884671640717
7000,-7456.025398616304,7456.025398616304
7000,-7456.442641754449,7456.442641754449
7000,-7457.64128994125,7457.64128994125
7000,-7457.758562420906,7457.758562420906
7000,-7457.832629250162,7457.832629250162
7000,-7457.95607396559,7457.95607396559
7000,-7458.096800941177,7458.096800941177
7000,-7458.170867770434,7458.170867770434
8000,-8521.03850873101,8521.03850873101
8000,-8521.13973339766,8521.13973339766
8000,-8521.386622828515,8521.386622828515
8000,-8521.937186259322,8521.937186259322
8000,-8522.024832007275,8522.024832007275
8000,-8522.226046893422,8522.226046893422
8000,-8522.391462812095,8522.391462812095
8000,-8522.674151210424,8522.674151210424
8000,-8522.90128948681,8522.90128948681
8000,-8523.716024608631,8523.716024608631
9000,-9584.949257536948,9584.949257536948
9000,-9584.956664219873,9584.956664219873
9000,-9585.009745447507,9585.009745447507
9000,-9585.229477040968,9585.229477040968
9000,-9585.4121752198,9585.4121752198
9000,-9585.467725341743,9585.467725341743
9000,-9585.782509366083,9585.782509366083
9000,-9585.999772065235,9585.999772065235
9000,-9586.120747886354,9586.120747886354
9000,-9586.955234162644,9586.955234162644
10000,-10554.587746065237,10554.587746065237
10000,-10554.869200016412,10554.869200016412
10000,-10554.901295642423,10554.901295642423
10000,-10554.944501292823,10554.944501292823
10000,-10554.977831365988,10554.977831365988
10000,-10555.080290479793,10555.080290479793
10000,-10555.10251052857,10555.10251052857
10000,-10555.107448317187,10555.107448317187
10000,-10555.18028069929,10555.18028069929
10000,-10555.253113081391,10555.253113081391
